i,j,v
256931,13948,50
431233,479482,118
421849,321850,111
482688,366713,15
501513,509054,40
321850,421849,111
338246,333799,200
461236,12626,70
389066,285462,10
626256,449882,30
510816,269519,10
435204,509504,90
378689,392746,27
338246,417971,2400
250841,420772,22
500789,499891,300
273708,340560,44
264690,230147,115
14560,438216,30
426736,422322,16
242661,422233,42
321969,461236,128
325157,405579,20
382857,401818,10
322662,409573,650
246847,326040,50
597938,408746,10
256211,507996,110
281129,248345,30
456735,505633,20
507996,277792,1000
306577,403020,11
385571,705662,50
500789,505617,50
18552,234691,10
401491,249958,51
261625,342717,272
368989,7910,20
460381,446821,101
325157,291307,50
499859,291877,12
461745,431541,20
551112,218369,10
456555,308410,20
521007,281129,5
403020,309715,69
710166,450187,10
474233,331026,87
513589,253870,100
17137,7061,100
382857,306416,50
285462,283115,220
500861,242661,2
342826,386287,20
500861,281836,2
390613,14730,65
456555,12400,20
513147,513671,162
401099,407021,300
440212,511692,40
460381,500789,301
499859,323021,45
8968,393310,11
405239,498083,100
451605,542585,2
510796,277952,100
508738,474179,704
413352,278653,20
218369,456555,25
270228,345497,50
521007,501087,5
309639,439169,20
500789,404373,300
16274,218369,131
377453,281836,2
270138,15126,269
413900,284616,20
404871,502639,303
413900,452094,20
337056,444929,5
448505,367537,39
387719,475488,19
281996,508967,250
322492,340986,33
326040,357687,50
404871,344029,301
356635,246905,60
456155,423383,62
416401,644823,4
326040,265048,50
456155,424432,70
421100,511173,30
236636,217780,30
318089,315112,80
334811,393610,80
192707,193238,30
217780,236636,33
455467,456575,150
334811,427905,30
403298,19266,15
425589,511753,20
13874,423235,55
224429,211186,250
318447,512453,250
488610,392106,401
456155,373972,150
264222,15513,1000
455467,448707,97
511753,425589,20
447387,406157,6875
459308,460060,300
292558,312451,74
333772,420229,100
403404,360623,50
394794,426167,20
448920,505013,200
318213,292783,400
416401,595886,100
375775,496668,10
418270,425675,502
512741,406815,300
457675,416304,200
212556,224604,500
356635,413900,20
492737,435501,50
234616,391114,69
483188,417451,15
369619,248817,50
356635,390336,20
291515,407021,8
369619,386134,50
264222,4036,1000
247018,413900,30
404871,447233,10
318089,565125,50
472370,311516,26
406881,277952,25
506857,292558,202
511146,395500,26
404871,508575,10
406881,243282,20
403090,525578,50
506857,302926,101
462837,520989,303
788768,1110,545
401773,302926,120
406881,277296,10
418270,488767,195
291942,346906,100
503208,424711,100
246224,436613,117
492737,289295,50
14150,12351,5000
234616,256500,100
406881,347050,25
508261,378275,50
565125,318089,52
474094,396892,150
234616,406564,100
234616,445336,100
448920,407021,100
411120,439396,232
234616,562555,100
474094,501259,170
406881,567248,20
423036,396484,100
406881,500000,20
409573,471160,11
466963,432618,109
492737,403619,50
428191,435204,36
247883,432618,250
234616,315697,100
474094,274580,20
301091,501771,9
432618,247883,255
9326,460451,191
503541,350698,100
474094,7408,20
403090,456735,20
396533,385699,50
354760,514448,400
418270,503182,500
234616,424774,100
303712,478315,100
234616,401174,100
303712,456065,99
9326,462989,322
194405,194410,1286
418270,434908,4
234616,705662,100
324790,313592,10
303712,203751,1
408746,353819,100
234616,268608,100
266826,1110,50
508096,425589,200
410577,393452,10
234616,347868,100
224429,412843,50
410577,401773,10
234616,325598,100
751416,270138,20
337056,371154,3
192707,385793,40
324395,462213,10
405579,15513,3
270138,273442,169
508096,504991,205
508096,406815,207
192357,561256,100
508096,425589,60
234616,304503,100
8447,284616,25
508096,443218,205
234616,17356,100
432618,440370,311
508096,560607,24
213396,451903,1
508096,456735,55
234616,236210,100
385038,426167,50
322662,269775,620
457657,425675,200
508096,508575,205
508096,551112,22
436613,249774,89
213396,248216,1
500256,312316,300
337056,446775,5
500256,284291,100
480642,459170,30
443225,395131,30
315697,449264,20
503541,457675,100
291712,474179,400
486468,291140,5
11632,12567,27
320310,382384,200
500256,508756,250
525183,398355,5
318447,506483,500
398388,385699,100
320310,511343,250
500256,462351,123
525183,211693,5
299564,385336,80
370162,238853,20
368514,269991,5
192357,7806,100
314140,443198,20
366017,448505,40
217617,290867,300
525183,258848,5
217617,443085,299
22761,194405,100
618351,409573,30
448502,302556,50
500224,401743,2000
503182,500428,1000
385336,299564,80
500224,379740,4239
444323,501169,102
453804,503541,110
213396,341980,100
448502,420880,50
492067,409573,250
308284,375177,20
482887,480642,50
445864,344029,202
502718,553031,10
525183,211693,5
324703,514637,1049
500256,350037,100
192905,403959,50
3295,211231,50
448707,458869,100
484256,599948,10
242661,349331,20
448502,321969,100
212556,217510,500
316982,248611,105
324790,315721,77
508616,404871,200
599948,432605,5
337056,403090,10
347285,300929,50
265743,402726,77
214621,417242,100
444652,461236,9
403090,337056,10
277342,385336,98
511753,329190,220
277342,385336,95
501148,305843,15
420576,193438,142
390278,427984,45
321850,421849,105
445864,343942,400
416401,516505,4
313980,264760,100
499824,8637,60
267671,652794,10
444652,309710,7
348020,263574,100
511759,409573,10
402000,308284,5
448502,379089,25
445864,408838,200
192357,473,100
263574,348020,105
445864,404871,500
456735,416401,20
607523,513471,150
416401,504853,2
300265,460229,20
426167,375536,50
446775,263574,20
508315,520677,150
503580,501651,5
386139,433011,133
525183,289295,5
342408,21291,91
452094,283144,100
9326,309043,148
9326,422299,147
9326,309043,147
9326,434822,147
407021,503541,105
483365,262938,69
456735,350698,10
308284,402000,7
516028,419871,20
308284,439799,5
456735,469501,20
520989,327687,23
403225,401271,10
378067,383090,40
308284,644823,3
353603,347364,100
292732,415731,27
308284,458045,3
359298,343646,20
402406,355566,76
431541,296207,100
788803,1110,100
501991,531578,80
342222,416898,143
516798,307834,10
342879,417100,432
431541,448905,25
296687,419722,100
10144,277636,33
449539,484336,88
210201,297066,300
439015,503666,90
460892,195117,25
8447,292506,100
247141,362226,10
227540,273379,52
398438,241763,109
296687,390347,100
445562,523222,80
247143,673215,69
508638,229621,120
247143,675642,69
298541,478311,3
455019,489915,30
285998,409059,100
441404,349340,30
403619,296687,69
296687,270608,100
294226,18384,100
406879,233030,1
8447,412843,5
248344,330083,200
254022,312016,300
376224,415042,332
308536,410690,100
266522,517243,60
14493,7467,68
318181,354815,36
420986,14688,10
294370,8447,20
296687,398480,100
253746,541789,50
308337,325198,30
499566,335925,299
228218,16615,1002
515567,545545,3
425680,434908,8
665596,677748,50
296687,357745,100
336902,335925,30
8447,294370,20
14451,641489,41
378569,441279,26
417421,462601,25
418383,12048,10
8447,403517,5
396484,462351,40
443478,3372,100
421955,216993,200
296687,493739,100
267841,400008,35
319673,501991,26
531578,439362,26
306237,411449,51
411725,520235,8
209586,308445,100
285998,401491,75
248344,232704,200
292262,403202,48
417063,528182,10
383360,377111,1000
420986,418321,5
403202,431218,50
434561,419575,202
510004,487640,3
285998,445359,40
468256,401785,10
571841,606071,50
333821,14451,300
510906,361295,99
510004,291302,3
285998,356635,30
191503,393489,20
431541,302556,25
209586,357687,100
403619,256500,5000
306577,516716,11
16374,288579,200
413010,292692,50
8447,420930,10
349624,349286,35
784512,533785,18
443310,443589,5
382905,306237,51
447515,512216,42
15145,409616,199
510004,532935,3
2982,311933,100
431372,507602,101
322624,483322,174
308588,15351,10
403202,508643,51
317980,502333,334
448905,336594,50
15639,515461,182
2341,8447,100
296687,333414,69
308536,403517,200
369922,421198,50
511496,12626,2
390622,747519,103
426928,422225,91
302400,283115,194
248344,281290,200
332633,500485,65
15639,515440,124
321795,460892,20
295704,248817,200
457716,8447,169
440699,285695,5
481632,335925,996
383467,477126,50
361295,510906,100
434822,13994,100
485999,414561,20
402660,335925,996
468256,453709,10
448905,8447,50
410258,434561,101
636056,482044,100
481621,335925,100
435832,392187,15
308536,279477,200
481574,335925,100
390925,400008,30
434561,410258,105
349555,253730,34
448905,482018,30
308536,285998,100
481554,335925,100
481612,335925,100
535389,19129,11
488848,503182,128
509195,351670,996
419575,434561,204
448905,543177,61
2211,513265,420
390925,335969,40
516546,385507,40
335925,481632,2000
439519,399240,5
418735,501244,500
499385,601398,25
335925,481581,2690
778863,784372,101
15459,15485,150
400074,501041,66
239077,425571,898
431336,326040,10
327409,11124,42
457630,509805,34
410577,354760,25
452746,382905,22
428412,17803,60
286753,279221,150
515461,14451,100
8968,509144,212
431436,427260,33
15441,272522,21
410258,405729,101
263648,514593,240
475598,487742,15
403782,510071,10
511102,571841,2
237973,390598,111
435850,238439,65
509094,531578,77
655687,513647,16
8447,457716,170
707904,266782,4
405729,385507,30
415089,15225,20
509446,577815,101
392370,436531,30
479301,8332,30
307988,228218,1000
443326,455456,5
431436,491183,33
270684,423678,42
432336,16719,149
13401,478596,50
14869,15132,101
14451,15459,278
309263,306406,60
438851,443520,17
461236,423378,100
324915,309715,269
12626,502568,10
212556,471309,1320
340986,309242,500
460342,360551,32
431218,421433,106
437076,473061,55
224429,14937,250
459169,436195,50
380950,355351,50
445562,409912,65
475598,250874,30
307988,287925,200
248389,453989,800
234598,436178,497
501991,319673,27
8447,323433,111
460653,262679,78
450944,542361,498
390603,364589,102
13536,13696,20
8447,295169,5
12626,472680,10
296687,337090,100
510004,511368,3
12626,379149,2
8447,470886,100
460342,502728,53
414180,410690,36
280886,434561,50
262007,435772,590
510004,532935,3
459169,460005,50
322624,501244,170
434561,280886,55
510004,307913,3
298503,348154,100
403404,296687,20
407903,407484,149
472969,456072,81
374151,227541,50
508490,507996,996
523721,517959,30
410419,309043,50
510004,532935,3
522078,436530,198
293005,472435,70
500441,525262,200
340986,224429,200
502510,280798,90
422056,342542,150
329799,475315,40
510004,510080,3
370263,411967,25
435938,461587,50
510004,510080,3
501087,528465,4
501087,519844,4
521007,330172,85
501087,459716,4
501087,455199,4
501087,612196,4
501087,568686,4
501087,763495,4
344029,434908,1000
501087,474246,4
501087,414708,4
501087,463031,4
501087,500918,4
501087,512250,4
501087,514764,4
501087,618547,4
501087,605092,4
501087,512615,4
501087,392169,4
501087,434266,4
478104,1110,1137
501087,542585,4
501087,533032,4
451136,443634,100
510004,510080,3
501087,537711,4
14948,437076,59
396484,633693,10
501087,449135,4
501087,479174,4
501087,471309,4
8447,492830,5
501087,582640,4
501087,535238,4
501087,443909,4
501087,585780,4
501087,514036,4
501087,508394,4
329799,531578,68
501087,486435,4
510004,510080,3
396276,512173,38
453989,248389,100
510004,307913,3
397671,440766,15
390613,373393,90
516434,458503,14
19299,407432,10
510004,307913,3
498257,503565,200
269220,452016,200
402040,303073,100
483188,317501,10
441593,357078,80
369922,382857,50
385507,366380,41
407705,423678,51
483188,435356,10
511102,468247,5
333821,384013,200
420845,393310,200
405729,280886,50
309691,330349,500
434067,478308,199
278709,272405,500
273102,243719,1
15462,515461,15
501991,475315,41
8447,327165,50
293702,399143,72
498257,498324,230
8447,390336,5
306810,421622,42
386358,386770,10
511413,390603,99
483188,409059,10
420765,244479,190
360623,483188,40
360427,391782,20
445562,14415,301
7464,10144,50
472680,396276,14
386358,368181,10
483188,460847,10
366380,385507,45
14910,376414,51
288579,16374,200
505633,291789,665
472330,379581,15
475478,475555,50
364589,390603,101
430244,281836,10
417418,383153,100
325744,269375,94
475478,193174,50
307235,235170,100
473061,437076,55
472330,444652,10
333574,434175,48
21417,436577,500
449654,351598,10
418321,420986,5
308536,403404,100
366380,517959,30
267767,260050,3936
265048,15224,10
386139,432536,100
192357,206,100
296882,385469,300
326040,448502,100
308284,448502,5
300929,347285,10
400377,386459,50
424432,372870,10
535736,514036,3
192357,384721,50
408842,3263,18
409912,503789,659
432536,386139,10
308284,511479,20
3263,408842,50
191327,281676,50
416361,333061,30
462982,500428,100
408842,482149,7
364883,303249,44
408842,451150,7
426167,516028,10
289659,488610,1111
318908,510956,6
408842,438822,7
22761,406088,30
405579,551112,10
433517,304007,124
503264,483150,46
228795,406881,50
460229,300265,22
599948,492067,7
353971,348667,17
403404,16636,50
385336,255990,400
373972,471391,33
359298,462351,50
379652,487783,25
247143,451136,55
255990,385336,401
247143,237884,234
373972,373780,10
380660,743341,50
364883,387202,25
551112,405579,11
283144,423378,100
380010,271601,940
325157,419829,50
380660,349331,50
331131,308337,36
452094,385469,30
424711,503208,100
364883,437559,30
414258,248216,30
337056,408746,10
448307,462351,200
380660,423378,50
261177,449851,20
192357,3,50
2904,479834,99
1941,4482,97
419748,378275,5
258848,247143,69
331131,308827,20
452094,356635,30
389352,482184,15
612367,443225,20
247143,403090,20
247143,551112,20
247143,425264,20
372870,424432,145
247143,484336,20
247143,518129,20
356904,192713,155
247143,640994,20
283144,419722,15
393526,424399,20
424432,470945,2
228985,322511,50
499373,648887,3999
8447,514366,5
484256,420153,55
439396,411120,230
418549,245579,10
4567,247143,69
379840,486078,1603
283144,14836,200
247018,326040,100
405579,325157,20
301381,255990,110
15117,4686,5
460744,334316,30
747669,203751,125
531451,494537,86
471735,426167,45
15117,417769,5
447318,449173,150
308284,415305,5
403090,462351,17
377731,501794,11
312451,302201,93
449173,447318,151
516028,426167,20
247143,308284,20
20434,283144,69
422233,248216,100
255990,301381,111
444691,432563,25
530935,534280,35
15117,585995,15
827,601131,500
247143,423235,234
308284,458045,5
300567,506857,20
448380,474323,20
289811,439699,25
333643,14963,10
444691,435204,15
1407,1606,1000
421163,482872,10
292732,386509,50
238463,1110,450
234363,437136,50
474644,236581,10
472680,493739,10
527771,395131,164
333061,416361,30
416401,483365,11
648887,499373,195
386509,292732,51
16649,426241,501
283144,337090,500
233030,295684,1500
472680,3652,5
423678,247143,110
481476,484256,100
484444,530935,35
13632,13453,25
420496,449228,37
599948,739028,5
421567,255990,46
211126,4567,30
420496,421484,18
385323,330802,10
8447,439799,5
444691,427715,5
259525,739028,5
420601,353603,99
474644,308284,10
565125,315112,25
501148,327687,1
472680,470886,5
245579,481476,100
565125,424658,50
314140,247143,20
500690,247143,50
310815,338246,25
405579,287173,3
451811,460892,5
416401,8942,222
451811,414180,5
198116,247143,333
502718,312451,100
506050,432563,10
421567,255281,10
261177,501366,10
8447,326433,10
356635,308426,20
13632,493739,25
416401,284679,10
308284,308094,10
470886,472680,5
439378,439338,70
323501,494593,20
444832,247143,200
451811,428468,10
356635,437433,20
437433,348501,5
444832,203751,34
501148,487783,26
464905,399855,86
481404,509650,10
526900,234796,69
390332,377453,20
328883,200375,30
247143,198116,345
416401,396659,21
330802,499789,10
422233,200375,69
439378,389378,70
22761,462351,310
433493,3263,18
349975,426178,50
430327,455478,100
212556,688197,100
511146,423457,26
487783,501148,25
513129,436577,69
486126,200375,12
481476,419871,200
511287,290288,10
191327,247143,800
221578,4282,1777
236412,258875,130
