i,j,v
432891,250329,151
315676,337090,100
483746,405729,10
349975,386264,50
502052,405849,100
253730,414420,100
484420,265743,30
379089,315676,100
192332,353632,78
537512,255648,115
415388,295814,54
443310,340034,30
246905,390336,50
333414,266782,34
341438,633693,75
271601,643010,30
353819,250874,500
270228,516028,30
443310,343434,30
416401,403619,4
508616,407409,241
456309,387383,50
508382,325018,5
508756,434222,30
412582,512482,3
246905,306929,50
333414,11244,69
415042,420930,500
399892,405729,50
253730,501299,90
472255,230147,10
333414,309715,69
508382,294858,10
487640,11244,2
502052,501173,30
333414,265048,55
361731,462729,102
531242,548336,11
487640,9138,2
516028,270228,35
415042,420163,50
531242,412582,11
322662,13640,1000
502052,396088,150
285604,250874,10
500141,434908,1000
524464,446139,25
425675,508756,500
478492,294370,50
508926,512446,30
333414,305843,55
322662,13640,1000
421851,412805,40
315267,349816,10
438822,326788,20
514671,406881,10
424315,243664,1135
525463,317332,100
294370,326306,69
502052,435716,3
424380,438793,451
233030,287372,2000
498395,342551,25
456735,444067,20
425675,508096,100
342826,396338,20
581937,570410,5
423235,405729,69
441956,422333,250
508382,412582,10
405979,445210,20
405729,483746,11
505397,501513,50
596708,508382,5
516028,234568,10
456735,287306,20
397612,372091,30
474323,405729,15
244273,191976,67
6714,434908,3000
410948,439396,1505
270228,544047,30
368514,210628,30
501299,253730,91
435160,463779,320
416401,436577,5
363456,501169,115
267671,474323,16
396484,414579,10
246905,414180,50
410543,557166,21
425496,235888,575
505397,438851,50
362962,391793,1000
479830,546635,41
500738,416294,1000
421937,390510,200
333414,7910,55
352374,386723,5
198116,310801,169
403159,434908,114
451976,483746,10
403159,453989,1
538401,525463,100
435844,506340,20
460229,405729,42
201035,352374,15
492266,485843,20
333414,311254,66
508382,331061,10
458767,468256,15
487640,281836,5
441532,249958,30
405941,422333,100
454819,285998,10
287925,291327,2000
525739,525314,35
255648,286753,388
407704,451499,550
429450,192373,1
14345,14260,37
407704,420153,505
352374,435501,2
199347,2904,25
416580,414180,5
333414,336323,66
506729,500224,1154
413828,485585,18
378569,387112,55
404871,411330,150
306577,460229,11
308284,485585,22
500738,511632,300
192337,353632,70
487640,291302,5
390357,407785,47
485585,308284,24
243317,485585,10
576179,492693,31
405729,372091,11
375831,403398,5
415388,392746,15
199347,510956,9
405579,449176,10
402726,210628,25
321969,315676,68
285604,485585,10
747757,17356,100
405729,423235,70
405579,397612,17
333414,243818,100
315676,321969,100
448936,658316,50
214825,198116,150
479830,546635,41
380455,573591,5
380455,643204,5
391793,460229,35
405579,500414,10
16655,421937,150
276692,350811,20
348773,19379,60
420554,285604,11
456555,394357,25
276692,21404,5
396484,416361,15
307971,436207,20
398438,419829,30
420554,397963,29
446821,425675,150
456155,192531,70
433035,500371,15
500738,401235,3000
262901,249958,66
456555,335383,20
500247,405849,190
216548,347272,115
375831,11244,35
436577,252936,100
192332,255046,28
492693,576179,30
437355,11244,10
405579,434908,2
479316,499431,32
448661,468987,34
351704,484640,112
307568,285998,111
436515,441671,28
306758,480122,74
426338,401818,20
456735,439799,10
500224,401743,3000
405579,325157,20
441671,499831,51
323070,414180,75
390510,380532,35
500224,379740,3649
389059,388361,600
467347,508409,5
338870,255345,111
467347,522812,5
333414,7418,15
385627,456735,40
308284,241763,5
535389,241763,15
413614,434908,90
416401,253127,222
265749,409857,111
508756,343942,808
204214,264222,25
211535,292506,555
241763,232108,5
300265,308284,5
416401,403619,11
509022,402978,1
513315,535389,25
236636,241763,25
372498,491746,87
236636,241763,10
274908,496601,15
425675,401388,90
416401,498134,5
17218,99,50
211535,375536,177
224429,234616,250
581928,572395,30
423235,516028,10
535389,308284,7
306929,283144,15
273897,434908,5
320215,330428,25
482887,406493,10
224429,10095,250
353603,17356,100
449878,750942,50
486468,504678,35
224429,452094,250
644823,377731,25
449793,319999,101
379150,385699,80
377111,449264,69
590111,293102,505
204214,20373,320
430136,335459,531
296687,309710,100
423235,328883,100
397815,417851,20
353603,285462,100
293102,379150,80
306929,385469,20
485203,462602,49
543988,462167,77
504991,401556,100
379818,241763,10
199347,308284,6
247018,452094,30
378285,397815,24
519646,508213,86
401874,499388,4707
425675,497933,351
404803,511287,1065
454579,433375,301
433375,454579,300
7212,11528,16
789807,2163,10
372581,291942,50
499388,401874,4308
488767,418270,191
347364,439542,145
306929,448905,15
488848,419625,150
236443,1110,180
306929,493739,20
245124,247143,456
497206,502325,517
504991,508096,200
508094,500428,100
296207,249332,300
273442,9055,100
525578,15351,30
459385,470886,5
448505,192905,100
306929,246847,20
266053,347364,30
15776,437136,50
353819,443198,800
1407,834,1000
347364,621342,10
390829,243300,69
263574,333772,100
512534,263574,100
482149,309242,11
266053,10095,30
423827,397467,297
246905,246847,100
418735,500371,2450
285141,230147,19
386021,382857,200
504991,411778,102
347364,426178,101
347364,266053,31
510029,263574,100
418569,428361,30
315785,426994,500
402978,787642,5
263574,510029,100
516028,263574,50
402978,585995,10
263574,512534,100
685092,230147,19
17218,401215,50
347364,17356,650
326040,461236,50
415731,312451,101
473796,256248,100
14253,234616,100
444067,429539,220
263574,250739,100
242661,403090,24
17218,243719,10
475478,193174,50
263574,508261,80
475478,475326,50
513221,248817,10
407655,13474,69
247018,273442,200
456735,477292,50
425675,508094,107
425589,508096,50
276506,263574,200
448505,401271,100
475478,356991,10
275666,14879,15
560607,508096,20
275666,216583,14
296207,431541,111
326040,296207,500
438822,391793,500
15776,423378,100
273147,218369,100
502052,499556,201
397815,500861,11
385936,377972,99
407705,410948,1000
263574,434908,200
414708,513315,27
302926,506857,100
353015,393610,50
14340,238463,500
502052,502325,730
284679,8152,69
410948,502438,1000
416401,344203,10
263648,3702,106
263574,368056,30
332300,347969,25
397815,481970,13
502052,323144,1
445864,407704,500
456735,516028,30
488848,508756,79
332300,308827,25
326040,323070,500
14340,238463,200
378258,291217,20
4877,16719,200
500988,516028,25
4877,4567,200
14447,421257,35
4877,395346,200
238463,14340,275
513839,500207,5
246905,403404,30
483188,9353,6
243719,12,52
243719,539,52
243719,1348,52
243719,1720,52
243719,1768,52
243719,2904,52
243719,3642,52
243719,4048,52
243719,4482,52
243719,5450,52
243719,5620,52
243719,6112,52
243719,5650,52
243719,6730,52
243719,7637,52
243719,9218,52
243719,8706,52
243719,10066,52
243719,10685,52
243719,11299,52
243719,12626,52
243719,13994,52
243719,14260,52
243719,16098,52
243719,20353,52
243719,20919,52
243719,20589,52
243719,20931,52
243719,192137,52
243719,215292,52
243719,230147,52
243719,234616,52
243719,243300,52
243719,243818,52
243719,248216,52
243719,253127,52
243719,256829,52
243719,268290,52
243719,270228,52
243719,269321,52
243719,290249,52
243719,297319,52
243719,307128,52
243719,315256,52
243719,321969,52
243719,332502,52
243719,345861,52
243719,336221,52
243719,366713,52
243719,374339,52
243719,380660,52
243719,426045,52
243719,436577,52
243719,455449,52
243719,457283,52
243719,466111,52
243719,509624,52
243719,639226,52
243719,737409,52
462351,385699,106
336323,434822,25
238463,2211,25
20434,269405,69
483188,9055,15
300265,229621,10
474644,15351,20
336323,470886,300
326040,422910,50
222340,427715,51
210686,99,222
368056,491527,50
401271,403225,39
294164,283056,106
508575,502052,500
336323,255345,101
269321,531269,50
336323,333414,50
222340,420671,55
504678,505435,48
510956,482887,5
326040,278406,600
423457,236636,20
482688,389456,11
291628,347285,50
263574,230147,100
222340,432563,44
483188,482024,12
505854,500144,10
310177,258023,5
448505,366017,39
294226,477292,100
14447,15351,35
483188,492284,10
505854,443863,50
336323,263574,47
306416,432536,100
456735,308284,20
425589,341980,30
411698,432847,689
377453,501366,5
245124,195091,100
525578,353819,100
370162,501169,25
401271,369082,39
316088,3263,5
483188,445127,10
315112,473796,80
387719,7933,50
256931,211186,50
263574,336323,50
356635,493739,25
482887,510956,10
387719,502988,82
483188,354220,15
326040,337511,50
442331,504991,30
419388,308410,10
419144,19343,1384
373908,434908,2994
379835,243719,48
473796,300265,50
501169,501566,100
437433,14447,35
401271,641265,39
198149,402978,1
326040,422438,50
456735,263574,20
497229,352787,10
22761,263309,17
326040,246823,100
437433,326040,30
318213,294100,200
478791,263574,7
408777,387719,51
21431,270608,500
418456,508478,81
236636,423457,30
439396,419991,505
511498,432563,51
21431,11948,420
356241,326011,10
236636,389456,20
511498,430977,44
508261,263574,100
326040,439169,50
350228,337056,10
481404,475152,45
248611,316982,100
326040,448502,50
501832,401556,202
236636,437433,30
439396,476246,110
326040,368345,200
437433,236636,30
516028,462351,20
242813,294226,50
516181,396088,500
500256,396236,30
413900,293760,20
475583,475555,10
316088,423311,10
500256,322937,20
326040,379435,50
279987,399756,206
426167,459385,10
404871,402541,55
506483,476033,45
456545,307557,498
14988,323324,222
297698,499006,24
483033,250874,26
238853,276506,20
238853,511102,30
366041,326271,111
505268,501383,12
482872,407655,10
465334,471995,10
339616,431836,500
422322,426736,50
483033,482984,23
303885,436782,500
246847,461236,10
264450,390219,5
13323,1110,40
440080,380455,10
371154,193928,25
448380,267841,65
303885,426430,201
505268,498197,12
419382,303410,50
193928,371154,240
510066,423076,10
509050,513471,51
303885,426430,66
349775,294300,1911
441734,472185,73
445570,290963,55
349545,273352,42
376144,489586,40
430361,502692,50
409857,383360,20
464082,441734,50
19328,513129,100
543177,376582,54
409857,377111,20
472185,441734,73
380455,458956,10
19328,420657,100
294370,377111,50
532323,239748,25
19328,545478,100
281808,289236,168
430244,504202,2
420986,420925,10
238853,640994,12
238853,370162,12
238853,635879,12
301385,508261,55
238853,635910,12
238853,516359,12
238853,520309,12
238853,613002,12
238853,548336,12
238853,695163,12
238853,627306,12
238853,508309,12
238853,287173,12
238853,618547,12
238853,649106,12
386213,413213,1000
238853,638859,12
383467,432285,40
238853,528182,12
238853,621354,12
238853,605092,12
238853,784830,12
238853,607936,12
238853,331061,12
238853,521266,12
536092,441253,19
193928,204221,100
238853,629937,8
238853,608132,8
238853,511197,8
238853,486435,8
238853,521442,8
19328,511655,100
238853,632486,4
238853,612689,8
238853,518992,8
336873,574939,100
238853,535036,8
238853,395131,8
510199,395489,860
238853,528242,8
431050,499006,50
258358,230147,134
238853,538721,4
536092,545788,20
510066,421198,10
443520,460342,32
345851,430484,257
409857,403619,30
504061,19253,51
464082,433811,50
325098,451836,100
377711,472680,21
301385,334811,100
759540,443198,5
435221,245375,20
420880,332502,15
20005,254758,50
278085,468689,20
193928,16085,250
430244,663345,100
536092,545823,19
278085,518807,20
339484,452016,200
339529,512002,40
430244,506893,100
441807,434175,5
15633,266767,101
501794,395131,14
278085,369048,30
307199,230147,25
479030,441956,51
443520,486678,21
483892,518242,25
317528,14988,500
283144,15224,70
499006,376360,548
501794,380455,10
449488,537711,10
488419,509094,59
20005,332502,50
556123,498476,76
503201,326817,67
506483,667130,20
14370,391782,57
213276,230147,249
479030,436515,51
20005,514366,25
449488,508926,10
281996,508309,30
283144,330083,65
4952,5787,24
409754,472896,5
461236,326040,100
5701,11770,500
461236,296207,100
5701,7657,2000
355677,429681,12
7418,508409,415
451136,582640,10
425899,420767,72
391782,14589,8
441956,479030,54
193928,242661,100
193928,242661,100
452105,282868,5
362270,502773,99
425899,560607,12
355110,364987,53
193928,1606,500
237884,230147,29
278085,445389,20
506483,667130,30
292262,489915,125
377711,389126,83
239828,310953,29
278085,563157,30
498476,512002,40
14719,14720,251
310292,455975,30
502773,362270,101
399715,395053,50
310292,449096,20
428431,354795,20
389126,513266,54
502773,487783,59
508926,606071,10
500090,481552,19
420880,482872,5
513266,489586,54
416087,385469,50
372888,373680,10
441507,441253,21
456735,414955,30
568550,500090,69
238853,511102,20
363848,339190,199
489915,292262,127
427349,428669,8
265298,9138,2175
441507,545788,22
238853,243300,20
278085,351976,50
193928,269694,100
241763,287136,44
451136,513939,55
20005,302556,100
447567,339529,73
430494,339529,72
278085,788089,50
441956,370162,20
304503,479174,61
479174,304503,60
475023,7472,20
413352,282868,3
193928,258848,200
436323,487489,12
438822,357596,300
500188,498565,11
13404,512615,3
13404,606701,3
720162,768258,15
447765,383807,29
13404,481945,3
270138,283144,269
285484,434527,495
13404,531269,3
720162,419388,15
443638,357078,50
469383,511480,20
13404,513853,3
392080,462213,24
13404,513673,3
444990,444982,65
720162,228795,15
13404,521630,3
13404,608261,3
443520,469383,73
15469,407785,50
13404,607936,3
514904,499006,50
215351,8451,199
347807,513266,55
15469,516307,50
428352,542585,5
13404,416398,2
320592,452097,100
5431,15633,500
438822,642075,20
278085,372824,50
469383,443520,59
560306,500407,5
380090,442708,21
441956,428352,25
447765,403160,30
285106,431492,198
438822,287173,25
257756,253540,55
449488,642075,5
336567,340040,25
339616,443225,52
310292,528182,30
293760,340132,33
367534,436515,50
367537,363326,15
526579,10095,50
390940,211837,50
399523,392370,100
385571,502908,200
19328,385469,78
399339,405764,43
15513,480293,250
447765,511480,21
428352,516679,10
447765,486678,19
430327,294209,28
380136,392597,100
447765,718355,20
433523,430244,10
254246,266490,50
507612,461762,30
390940,363047,50
481945,508309,10
372888,419752,10
19328,422809,50
434601,436648,139
489915,429061,60
390598,263750,31
292506,477292,540
707904,708420,6
501819,419748,50
293760,413900,33
293760,370263,33
430258,368345,15
475253,14730,108
19328,650888,30
501499,499906,300
356241,253127,30
312016,504717,300
312016,504717,100
410571,367534,50
431836,436724,16
501499,368976,300
302081,13505,88
481552,435809,10
372888,385716,10
356241,10066,20
342202,348528,324
718355,438851,21
422708,781901,1000
416401,514577,9
312016,225,100
392080,249332,11
481945,518218,10
461424,380287,100
456735,502524,10
287806,784003,100
1768,403619,50
365209,249332,156
390940,3635,50
243300,4567,210
283144,356635,20
223778,445359,43
226972,434908,37
431629,434908,29
454888,512002,71
389808,434908,13
313582,434908,594
492067,434908,78
481945,618801,10
226476,248446,1750
368412,199325,246
466655,256678,498
447765,303580,103
356241,363197,30
308536,458764,100
441632,467312,2
422412,14491,69
607187,230147,600
308536,410690,100
14963,353819,30
4567,1595,144
393348,396338,100
210774,19613,5
377127,501499,100
505268,269321,2
4567,221578,144
10095,396839,20
226476,248446,250
200375,243663,50
312016,346798,100
357446,266004,66
356241,10066,1
441507,285106,136
556393,427259,24
466111,497116,25
294581,515172,22
422412,576,69
309715,308337,60
294581,515180,22
432022,576454,5
440352,7464,30
14940,479834,95
518593,479834,696
2308,479834,247
1941,479834,73
336403,430361,12
234616,434908,1692
449488,481945,343
466111,318447,25
372888,263309,10
20649,340819,25
310364,271526,50
456735,288204,10
320219,335904,25
251838,455019,25
262938,248216,406
516798,281836,10
320219,431018,25
14963,385571,20
422412,326433,210
372888,432868,9
294370,376177,50
421857,363848,100
423378,407655,30
462213,239748,15
349816,390598,10
14963,248389,20
483837,14586,35
373258,913,69
4698,2417,91
293726,594727,221
285106,367534,118
423378,489165,20
386134,382385,21
390940,195117,100
466688,535238,50
336594,326040,250
422480,4877,100
373258,437357,169
423378,326433,40
363468,193653,20
18723,12152,5000
363468,363326,30
14719,390510,150
212556,368093,40
423378,332316,40
390940,18428,100
327374,311387,15
390940,262566,348
423378,8447,40
327341,374151,44
423378,376224,20
453489,291771,179
352718,433216,100
14719,503907,50
3726,3632,69
12048,345861,150
428352,466111,10
3726,243300,164
537086,452094,15
440352,310124,30
12048,14447,25
243300,3726,210
14719,501509,111
423378,492830,20
12048,606701,25
556393,489915,55
235512,464079,23
468827,462759,60
433216,324395,1
12048,440352,40
2441,243300,1100
555897,489915,22
466111,284003,25
481945,413352,130
296207,461236,200
438822,707086,20
556123,489915,18
374083,374386,450
466111,500690,25
12048,279037,25
296207,354220,100
428352,265048,30
195792,354795,250
478392,478492,65
294666,356241,15
352718,431880,1
449488,413352,30
14719,399339,45
3827,8152,2
3827,385248,1
3827,236636,1
3827,479482,1
3827,431233,1
3827,260433,1
483837,466715,5
405451,19253,81
466688,14191,100
14369,344203,420
466111,504678,25
195792,415872,200
248611,423637,88
349545,326147,60
283056,501701,250
438822,508926,10
454888,468460,24
423378,448502,20
18988,718636,180
387202,308410,25
283056,440524,250
351019,356904,89
298587,475231,6
438822,517379,10
374083,387107,296
336594,330471,250
294666,6945,86
506483,532378,20
380524,351236,498
444323,419748,40
428538,497738,299
438216,360551,25
501832,401441,436
434222,279037,15
421000,393489,10
379581,492830,18
201299,15983,5
195792,14260,250
471502,407655,15
436567,18636,161
472680,12626,5
425933,452121,2
10144,343622,1000
503182,499542,100
467270,468947,120
682116,506025,100
14560,377127,50
284408,351598,23
195792,243818,100
201299,274272,2
511479,511496,10
396484,413828,10
251740,427268,200
421000,705662,5
195792,312514,100
14560,512768,19
501087,474246,52
236971,256500,30
515993,441978,21
389456,292506,100
445335,440080,12
243317,269515,55
354529,515100,398
506483,492983,15
354795,412843,25
385674,387117,50
14407,5870,22
423378,452094,20
515993,513671,22
15581,281836,5
378422,15776,100
3652,309242,50
434417,507449,41
259525,458337,5
14407,292310,50
436657,357570,171
463260,435411,90
354529,515002,398
363387,454046,50
435125,264540,112
501509,436192,100
503182,428666,100
515993,513724,24
435897,247018,5
354529,515111,398
420554,516028,11
9138,428250,1000
423378,401491,20
474323,405729,20
13404,473065,5
435897,419722,5
469984,429994,100
338246,270043,100
515993,513689,25
445654,390613,250
324395,12626,20
474323,267671,20
323631,19323,1129
312016,7464,100
471502,309639,15
393941,269694,20
455449,309043,20
387282,408509,50
474716,506093,55
508645,218369,1
435897,482024,10
482872,261625,10
405729,474323,22
356635,420374,25
434888,411605,196
8052,214445,100
378426,428913,1003
407655,468256,5
423367,378426,499
378426,505006,93
409912,319152,101
241112,232687,15
380020,453459,50
407655,200530,20
393610,398388,55
482864,390510,100
474323,652794,20
453512,481582,2
645703,509709,40
12778,534,100
370448,407121,50
426744,509393,136
482872,407655,10
474323,445796,20
10144,269405,100
423378,315676,20
509393,426744,135
508645,448502,1
315676,420880,20
384063,514966,20
393610,508158,30
652794,474323,20
384608,269515,495
17757,289236,87
416304,428148,458
397320,397294,125
502972,632816,34
509709,645703,40
300706,397320,100
414550,409551,49
241112,377373,15
384063,515374,20
453206,385955,21
507883,210619,11
419388,595979,2
453206,446852,50
423378,365209,20
241112,218369,14
413352,542585,4
462766,417421,5
10144,8447,420
482024,423378,40
391014,188169,5
427750,420986,13
425680,322624,100
375831,309710,50
482024,309639,50
12778,243719,100
349789,340034,20
385627,245902,20
476564,498257,199
516028,2904,49
228985,430136,50
509862,420123,51
349789,308220,10
325293,478770,100
419388,307568,12
332316,273442,33
253540,434908,28
323631,436257,450
430136,370448,50
356904,343971,55
296125,16618,200
477292,565125,5
218369,242661,50
376472,441542,104
477292,521007,5
380455,215114,35
392187,357823,10
507883,486954,40
380486,259794,100
380660,354795,100
413352,282868,4
464162,441542,356
461592,17711,40
392597,387008,110
428191,459716,201
10144,262876,22
461592,17716,30
342554,468545,515
417418,237884,69
280002,13803,100
482024,407655,45
20118,195792,251
479482,235512,5
471502,332502,10
432671,386509,50
508261,378275,20
284408,283441,23
3652,459385,10
376576,427550,15
722557,13803,55
496614,403547,10
422681,675508,55
253746,460229,50
380874,399240,50
419852,422299,35
291084,343622,300
503182,500789,300
471502,309043,10
441404,469538,30
392187,333979,15
379652,403689,58
421335,218369,20
486560,239828,100
463031,445335,3
403689,331578,62
329174,436192,100
324915,276506,20
315941,376468,60
332316,380660,40
368013,310364,50
324915,398824,130
421163,20118,7
295446,359338,50
500428,323975,50
402347,492683,30
386134,392169,51
322615,19105,495
500690,407704,100
422681,391632,50
357416,17076,30
393610,385729,14
456030,432341,35
291084,514036,10
422681,243818,10
366531,19323,235
357416,18745,20
291084,599948,50
380874,405409,22
19105,322615,500
509400,409211,105
452393,389114,60
331578,403689,62
513486,513731,22
281808,384506,103
501794,387008,6
471502,431541,10
467135,281836,15
451605,530917,10
419852,401491,50
387008,392597,100
357416,336594,30
281290,283144,300
3652,308587,10
436192,486876,200
430258,302556,10
497738,453573,30
9820,360623,34
413352,463031,3
379652,501299,51
434093,405409,11
513486,513648,24
402010,317501,20
546713,302251,5
380874,435844,28
295446,269694,10
420974,439051,1001
436776,11778,10
467135,648995,80
497738,239748,20
10686,342667,319
368013,436199,20
781049,498476,101
357687,309710,30
509400,379254,102
507376,430965,77
511221,428361,30
405861,424918,20
470886,20118,50
451605,544184,2
513352,513541,22
513508,515975,20
409857,509624,13
384093,423395,500
339108,318926,600
498476,489586,102
384093,423395,497
305912,387282,41
407596,436075,201
411449,478670,12
445864,442873,87
264222,406564,2000
359298,281836,5
19105,451976,6500
513352,14050,24
368345,356297,7
435716,426963,5
368345,419388,7
281808,467699,24
291084,415872,77
448505,403858,50
19129,585995,2000
435716,296882,25
462601,365892,26
13089,422809,54
401386,373933,299
368345,448502,7
263801,1110,10
305985,421747,279
354760,435501,5
439051,419575,73
340986,283144,69
478492,294370,100
417063,405729,70
513508,513731,22
350698,416781,73
478492,403020,69
423132,416556,115
510364,394357,15
19105,403090,240
385627,413828,21
417063,271153,10
368345,218369,1
505070,286404,30
509400,407020,100
513508,513724,23
343324,367252,36
223778,236581,69
259525,415368,5
443910,309043,10
291084,344719,69
374952,364411,20
445864,500235,135
264222,248389,1000
291084,222464,31
305912,434406,51
417063,214825,10
308410,291084,5
309639,328903,34
462167,514448,33
368345,245388,1
492693,501102,40
470945,484597,99
268993,309715,100
335503,248172,50
513508,513648,25
461302,281836,10
376468,429951,61
502524,281836,2
492411,371981,100
417063,344719,30
471016,515163,100
289783,407596,200
499802,417063,7
419852,274272,35
543850,445301,50
354775,417063,10
417063,511496,10
15639,376968,56
401386,509221,70
406564,264222,22
467135,601169,3
482149,375831,10
319152,380062,49
533379,474246,50
525590,511798,50
513569,513648,20
435897,471502,5
15776,3372,200
419521,421000,55
407847,335897,171
14720,399339,100
400028,7061,154
267671,533785,1
473065,236636,5
347712,509080,408
500428,396088,233
15776,326040,600
476236,456493,20
289783,318847,200
1482,5650,111
513368,14050,24
417063,506673,10
317528,265749,500
332316,416580,15
293168,364883,40
325293,318847,50
442664,676120,10
1482,248172,111
482024,419388,10
237020,192332,40
565899,385571,20
433216,269991,10
490760,467312,200
412805,360196,50
353665,230147,111
362962,389059,1000
539453,539840,15
13640,420554,68
506340,484635,5
375831,263574,35
307568,429450,55
436577,414004,100
430943,410543,30
192332,237020,41
419719,605951,47
19250,525262,102
418270,500738,505
293751,19250,100
410419,369619,20
380913,281429,100
405849,474179,400
262901,269991,55
492266,420974,20
13640,322662,1000
205525,307705,15
539453,540052,15
722557,322662,33
12990,323251,100
456735,502524,10
319035,229664,50
449882,398438,200
370263,15776,50
307568,278239,222
499891,401235,2000
438822,509273,20
285604,323433,5
438822,545642,20
477741,508096,50
748781,379923,115
572442,512675,115
512323,464987,30
287925,456037,200
294370,378285,30
258848,13086,10
502145,540225,5
528794,447623,102
438822,683253,20
368514,595979,5
437355,435716,20
423255,354760,100
410543,499431,31
14050,354529,14
305455,481906,5
421851,405579,20
480498,309715,200
306577,503969,11
500513,461943,138
483140,416815,285
437355,768611,30
353819,408746,100
539453,544421,20
510796,420657,5
306577,534410,11
264450,243300,5
341438,420229,200
410543,430943,29
512741,401556,510
475756,322662,10
456309,389824,70
428352,508697,5
401235,418270,501
353819,263574,300
420554,323433,99
404923,398438,30
211693,14958,100
455478,528794,101
331026,419829,20
460847,401491,20
401818,348501,70
516256,484150,1
291084,4483,100
430110,315941,300
401818,403398,100
294858,613116,10
294370,440352,25
422790,508045,115
539453,539840,16
293005,416990,50
449748,239748,5
353819,391793,50
421100,376576,50
523317,508382,15
472680,419388,5
417231,379254,200
294300,336323,303
492266,519236,21
335477,425589,35
410655,280736,151
421937,420974,250
501513,576179,50
431286,339205,101
486954,486720,5
420974,421937,249
498083,292896,99
290963,291771,100
294858,416398,2
417231,434411,50
505620,350698,77
458655,420657,10
500188,514873,101
368412,375831,100
403398,441956,20
407704,324915,100
4567,285998,144
414259,397815,50
306577,464079,11
417694,415388,30
429564,13089,50
502379,415374,500
378055,247143,2
431286,470655,50
425675,418270,300
294370,478492,69
441632,385766,20
324915,428352,20
420657,407704,101
422498,605951,47
409771,509400,101
280603,421843,650
605951,419719,15
336594,354220,15
264450,464079,2
367020,512617,25
12400,444667,100
436456,342554,100
514764,412582,2
9138,362962,750
294370,395500,69
293751,290963,100
402242,292426,115
409701,418270,115
509504,491684,108
510083,293702,185
353819,420540,140
403020,307834,169
325198,426065,25
434553,290963,39
14260,439799,40
400074,435660,150
395500,294370,69
415374,502379,550
401491,354220,30
427453,349775,50
361898,335469,35
509504,526198,50
283056,239748,250
385571,414004,20
534167,463466,20
330349,200989,100
14260,305843,69
416470,417231,51
415368,17356,100
445359,409059,20
505620,419386,10
390332,393989,100
425675,409701,100
382857,415149,10
509504,532240,63
390510,421937,200
509400,433590,5
427453,2163,100
460381,530565,200
252428,508540,80
370720,254687,120
409573,13640,400
418296,420657,200
308587,302556,50
7910,375177,51
440352,403020,22
433272,237020,20
436577,375727,50
440283,519236,20
427453,291084,100
747757,396484,100
349498,308426,50
500861,542585,1
7933,518881,50
357393,487297,25
475756,239748,50
459278,466688,20
405849,493256,1000
7933,412582,50
291084,427453,100
433216,632371,10
427453,281836,50
7933,277952,50
426241,338874,1000
7933,439799,50
534167,517000,20
420930,415042,501
505614,281893,173
308284,324915,22
431192,379254,100
433216,457630,10
392746,505448,90
448505,363326,20
7933,514136,50
307834,481906,1000
354220,370263,12
7933,508890,50
7933,507805,50
420930,315676,200
17356,350698,20
23341,323251,100
433272,192359,45
306577,508744,11
410419,481906,30
7933,646642,50
338874,416470,50
312305,398906,22
4567,234796,144
306577,595886,11
7933,480036,50
7933,539388,50
418782,475833,40
7933,509488,50
15792,228837,17
249958,463851,66
495646,605951,51
7933,514572,50
435160,467312,50
493607,529532,44
7933,274908,50
484932,485134,115
324915,418296,202
354220,375831,7
7933,643204,50
324915,430120,20
436456,481944,30
436577,422233,200
461560,420767,200
501513,444424,100
500619,484256,80
495646,430120,101
7933,399892,50
231354,338874,2000
238370,307705,40
312305,347067,69
249122,249455,179
427750,507612,12
16523,499431,35
195803,478104,50
501513,469362,100
21473,250329,90
493607,491772,45
429262,438474,407
350037,505620,100
399875,394641,20
7933,518617,50
438199,500371,615
199347,403619,9
7933,473938,50
312305,270684,69
417231,338874,200
379375,436574,102
418296,535238,30
416502,433488,1
7933,510547,50
380287,436456,30
484256,500619,60
209586,307224,100
7933,558857,50
691180,385955,49
418296,435513,255
427750,434135,14
7933,648887,50
294370,305843,10
403020,294370,69
500371,438199,630
475756,502922,30
420554,298915,29
516505,449135,5
418296,519844,30
400074,485585,39
221501,426241,1000
390332,331026,40
460381,500590,200
425675,501169,50
292423,542585,1
428687,349975,50
456735,15983,20
416470,288578,41
449748,7910,5
412582,280798,800
390336,246905,25
482044,345851,31
500414,499891,594
427750,465639,15
250874,366713,222
446139,509504,112
438545,513355,115
412582,614523,11
431575,13539,80
499891,500414,595
515975,513508,122
354220,249958,15
412582,650888,3
436515,431492,10
16610,231354,501
511843,431286,100
499891,500371,1004
420554,403020,69
462351,590111,511
461560,475315,20
11124,443825,70
16601,221501,1000
497933,460381,100
399884,508575,101
446139,524464,25
308587,326040,50
497933,491574,100
518694,472896,10
417519,512323,25
354220,417451,10
291792,503027,100
13640,409573,398
533785,351514,40
511753,324790,621
249958,354220,200
424867,485265,154
514582,322662,30
448920,418296,100
15792,298503,20
409059,417451,10
435832,342554,100
306225,339009,501
375831,432588,10
270228,403020,25
304503,361898,10
409059,445359,10
409279,16601,101
367880,542239,115
491684,509504,109
461236,448502,100
513508,515975,126
17356,507309,250
512250,324915,20
306577,534410,11
445359,285998,20
311516,470655,48
513541,513368,158
500429,419861,971
426178,386491,101
510816,19408,10
351514,533785,40
521007,242191,1
231354,417231,200
291789,505633,138
328883,403020,50
269141,268833,95
443310,379089,20
597938,551112,5
401784,268608,247
503004,421198,10
309639,247018,25
435411,400008,30
456735,407704,20
497257,252500,7
382857,411769,10
